"","precinct","office","party_detailed","party_simplified","votes","county_name","county_fips","jurisdiction_name","candidate","year","stage","state","special","writein","date"
"123","Ridgewood-4","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"124","Ridgewood-4","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"125","Ridgewood-4","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"126","Ridgewood-4","US PRESIDENT","REPUBLICAN","REPUBLICAN",512,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"127","Ridgewood-4","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"128","Ridgewood-4","US PRESIDENT","DEMOCRAT","DEMOCRAT",182,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"129","Ridgewood-4","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"130","Ridgewood-4","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"131","Ridgewood-4","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"132","Ridgewood-4","US PRESIDENT","WE THE PEOPLE","OTHER",6,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"133","Ridgewood-4","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"134","Ridgewood-4","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"135","Ridgewood-4","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"136","Ridgewood-4","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"137","Ridgewood-4","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"138","Ridgewood-5","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"139","Ridgewood-5","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"140","Ridgewood-5","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",9,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"141","Ridgewood-5","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"142","Ridgewood-5","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"143","Ridgewood-5","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"144","Ridgewood-5","US PRESIDENT","REPUBLICAN","REPUBLICAN",744,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"145","Ridgewood-5","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"146","Ridgewood-5","US PRESIDENT","DEMOCRAT","DEMOCRAT",345,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"147","Ridgewood-5","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"148","Ridgewood-5","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"149","Ridgewood-5","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"150","Ridgewood-5","US PRESIDENT","WE THE PEOPLE","OTHER",11,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"151","Ridgewood-5","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"152","Ridgewood-5","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"153","Ridgewood-5","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"154","Ridgewood-5","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"155","Eastridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"156","Eastridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"157","Eastridge","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",3,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"158","Eastridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"159","Eastridge","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"160","Eastridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"161","Eastridge","US PRESIDENT","REPUBLICAN","REPUBLICAN",629,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"162","Eastridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"163","Eastridge","US PRESIDENT","DEMOCRAT","DEMOCRAT",210,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"164","Eastridge","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"165","Eastridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"166","Eastridge","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"167","Eastridge","US PRESIDENT","WE THE PEOPLE","OTHER",12,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"168","Eastridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"169","Eastridge","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"170","Eastridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"171","Eastridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"172","Northshore","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"173","Northshore","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"174","Northshore","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",1,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"175","Northshore","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"176","Northshore","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"177","Northshore","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"178","Northshore","US PRESIDENT","REPUBLICAN","REPUBLICAN",336,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"179","Northshore","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"180","Northshore","US PRESIDENT","DEMOCRAT","DEMOCRAT",41,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"181","Northshore","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"182","Northshore","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"183","Northshore","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",2,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"184","Northshore","US PRESIDENT","WE THE PEOPLE","OTHER",5,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"185","Northshore","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"186","Northshore","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"187","Northshore","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"188","Northshore","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"189","Westfield","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"190","Westfield","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"191","Westfield","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",8,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"192","Westfield","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"193","Westfield","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"194","Westfield","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"195","Westfield","US PRESIDENT","REPUBLICAN","REPUBLICAN",405,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"196","Westfield","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"197","Westfield","US PRESIDENT","DEMOCRAT","DEMOCRAT",114,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"198","Westfield","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"199","Westfield","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"200","Westfield","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"201","Westfield","US PRESIDENT","WE THE PEOPLE","OTHER",7,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"202","Westfield","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"203","Westfield","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"204","Westfield","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"205","Westfield","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"206","Pinewood","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"207","Pinewood","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"208","Pinewood","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",2,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"209","Pinewood","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"210","Pinewood","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"211","Pinewood","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"212","Pinewood","US PRESIDENT","REPUBLICAN","REPUBLICAN",298,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"213","Pinewood","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"214","Pinewood","US PRESIDENT","DEMOCRAT","DEMOCRAT",57,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"215","Pinewood","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"216","Pinewood","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"217","Pinewood","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"218","Pinewood","US PRESIDENT","WE THE PEOPLE","OTHER",6,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"219","Pinewood","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"220","Pinewood","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"221","Pinewood","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"222","Pinewood","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"223","Oakmont","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"224","Oakmont","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"225","Oakmont","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"226","Oakmont","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"227","Oakmont","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"228","Oakmont","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"229","Oakmont","US PRESIDENT","REPUBLICAN","REPUBLICAN",134,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"230","Oakmont","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"231","Oakmont","US PRESIDENT","DEMOCRAT","DEMOCRAT",17,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"232","Oakmont","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"233","Oakmont","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"234","Oakmont","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"235","Oakmont","US PRESIDENT","WE THE PEOPLE","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"236","Oakmont","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"237","Oakmont","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"238","Oakmont","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"239","Oakmont","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"240","Riverside","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"241","Riverside","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"242","Riverside","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",2,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"243","Riverside","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"244","Riverside","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"245","Riverside","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"246","Riverside","US PRESIDENT","REPUBLICAN","REPUBLICAN",411,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"247","Riverside","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
